gameid,msgTime,trialNum,repetitionNum,role,intendedName,timeElapsed,contents
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374924721,13,2,matcher,G,4008,or the one we did already
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374925351,13,2,director,G,9507,no shes definitely not sitting
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374935481,14,2,director,E,1153,bunny ears
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374945513,15,2,director,C,1400,ghost man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374959515,16,2,director,K,5751,kneeling preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374968585,17,2,director,A,1272,hazmat suit
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490374988424,18,2,director,F,14857,laying on his back with a hump
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375003635,18,2,director,F,6660,he has a square head and his feet are on the left side
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375016587,19,2,director,J,2254,kid with pointy chest
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375028491,20,2,director,L,1546,bending preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375052662,21,2,director,I,18039,"hmm i don't know what to call this guy, he is like a dancing man with arms out to the left"
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375066284,22,2,director,D,10570,standing preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375084790,23,2,director,B,2556,dont think we had this one
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375090894,23,2,director,B,5468,square head with diamond on right side
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375107490,24,2,director,H,2112,similar to kid
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375113494,24,2,director,H,1799,no pointy chest
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375120336,25,3,director,J,547,kid
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375125546,25,3,matcher,J,1288,pointy
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375127442,25,3,director,J,264,yes
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375134822,26,3,director,C,1551,ghost man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375149237,27,3,director,B,3046,square triangle on side
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375155199,27,3,director,B,1238,like last time
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375163554,28,3,director,D,1808,standing preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375174342,29,3,director,E,1638,bunny ears
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375189668,30,3,director,G,4848,err the woman with dress with her head back
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375201612,31,3,matcher,H,2360,call her dancing lady
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375203985,31,3,director,H,3984,kid with not pointy chest
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375213117,32,3,director,I,1079,dancing man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375221869,33,3,director,F,941,hump man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375227373,33,3,director,F,995,on ground
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375234974,34,3,matcher,L,2176,call him on ground
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375236175,34,3,director,L,2393,bending preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375251289,35,3,director,K,5098,kneeling preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375258873,36,3,director,A,688,hazmat
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375270099,37,4,director,I,1153,dancing man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375280483,38,4,director,H,2849,kid with not pointy chest
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375291615,39,4,director,L,2190,bending preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375294091,39,4,matcher,L,4679,call him kid and other pointy kid
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375304137,40,4,director,K,3677,kneeling preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375320359,41,4,director,D,10782,standing preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375334e3,42,4,director,G,4479,dancing lady
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375343161,43,4,director,A,781,hazmat
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375351392,44,4,director,C,444,ghost
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375367443,45,4,director,B,5856,square triangle on side forgot that one
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375379799,46,4,matcher,J,2112,call him triangle
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375383634,46,4,director,J,6167,kid pointy chest
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375392586,47,4,director,E,1983,bunny ears
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375400459,48,4,director,F,1007,hump man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375414718,49,5,director,K,11965,kneeling preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375424028,50,5,director,C,870,ghost man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375431774,51,5,director,F,939,hump man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375439756,52,5,director,A,983,hazmat
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375449739,53,5,director,I,1074,dancing man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375459977,54,5,director,D,1422,standing preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375471640,55,5,director,H,2312,kid non pointy
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375482305,56,5,director,L,1511,bending preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375492072,57,5,director,J,2286,kid pointy chest
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375501047,58,5,director,E,1343,bunny ears
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375513066,59,5,director,B,2360,square triangle head
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375522173,60,5,director,G,1865,dancing lady
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375531113,61,6,director,G,1780,dancing lady again
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375540330,62,6,director,L,1456,bending preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375550619,63,6,director,B,2384,triangle square head
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375560971,64,6,director,D,1473,standing preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375570591,65,6,director,K,1838,kneeling preacher
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375580281,66,6,director,E,1306,bunny ears
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375588056,67,6,director,F,1040,hump man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375597442,68,6,director,H,2550,kid not pointy
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375607961,69,6,director,J,1342,kid pointy
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375617381,70,6,director,I,1093,dancing man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375626838,71,6,director,C,962,ghost man
7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1490375635016,72,6,director,A,703,hazmat
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375175501,1,1,director,A,10206,looks sad with his head down kicking rocks
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375220836,2,1,director,J,23022,standing straight and sideways facing eat
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375260683,3,1,director,K,5224,woman kneeling and praying
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375294916,4,1,director,G,15144,dancing a high energy dance kneeling with her arms in the air
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375342923,5,1,director,L,21312,man who as and arrow like bottom facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375416042,6,1,director,I,6984,the last one you just picked
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375492250,7,1,director,H,47215,a person standing straight is with a triangle facing east maybe kneeling
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375542239,7,1,matcher,H,21093,is the head shaped like a diamond in the middle of a horizontal line?
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375582536,7,1,director,H,33663,yes the head is a diamond sitting on a triangle look ghostly
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375614624,8,1,director,B,7656,woman praying in front of a mountain
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375659678,9,1,director,C,14295,looks like a man falling backwards diamond head arms sprawled out
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375699511,10,1,director,E,10120,a woman with big bow like thing on her head sitting
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375720426,11,1,director,D,8840,person standing straight facing west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375725654,11,1,director,D,2079,with arms out
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375742735,12,1,director,F,9872,man sitting facing west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375756710,13,2,director,B,4766,woman praying by the mountain
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375772013,14,2,director,E,4447,woman with the bow
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375799174,15,2,director,G,16319,lady with diamond head arms facing east kneeling sort of
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375819853,15,2,director,G,8415,one i said was dancing last time
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375847285,16,2,director,C,7159,falling guy again diamond head
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375886494,17,2,director,L,27263,the diamond head person who looks like they are squatting one i called arrow bottom
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375937549,18,2,director,I,23903,dude that looks like doing yoga with legs in an upside l position
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375953561,18,2,director,I,6439,diamond head arms facing west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375969707,19,2,director,A,2688,sad guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375993739,20,2,director,K,10559,kneeling lady one you picked the last time as the squatting
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490375998738,20,2,director,K,3184,arms facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376011171,21,2,director,F,5183,guy that is sitting facing west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376030971,22,2,director,D,8304,man whose standing straight arms facing west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376077347,23,2,director,H,32552,"the diamond head blob one, the diamond is sitting on top of a triangle, which is on top of square, then a tail is shape"
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376097448,24,2,matcher,J,4533,that looked like a crooked tie
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376122297,24,2,director,J,7719,man facing east standing straight
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376164553,25,3,director,L,24102,one i said was squatting diamond head arms facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376177065,26,3,director,A,1936,sad guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376186930,27,3,director,C,2167,falling guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376196337,28,3,director,E,1776,woman with bow
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376211065,29,3,director,D,5383,man straight arms are west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376244704,30,3,director,G,24214,"lady with diamond head, arms west, in a crouch like position called her dancing before"
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376279144,31,3,director,K,6111,woman kneeling arms east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376285327,31,3,director,K,1640,diamond head
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376296946,32,3,director,H,2574,crooked tie
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376313135,33,3,director,J,8688,straight man facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376325415,34,3,director,F,2159,sitting guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376344918,35,3,director,I,5536,guy doing yoga
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376356262,36,3,director,B,2335,praying mountain
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376366255,37,4,director,A,1337,sad guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376403670,38,4,director,L,25487,man who is arms facing east diamond head kneeling/squatting straight back
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376435653,39,4,director,E,5352,bow lady
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376446814,40,4,director,F,1398,sitting guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376455614,41,4,director,H,1424,crooked tie
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376465085,42,4,director,C,2743,falling guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376476653,43,4,director,D,4576,straight arms west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376491796,44,4,director,B,3999,woman praying at the mountain
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376511053,45,4,director,I,1367,yoga guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376525708,46,4,director,G,6432,last lady you picked as praying
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376535217,46,4,director,G,6959,i calling her the dancing one
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376548565,46,4,director,G,5871,diamond head
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376551532,46,4,director,G,2504,arms east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376558348,46,4,director,G,4272,triangle between the legs
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376577764,47,4,director,J,4624,straight facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376608286,48,4,director,K,18160,"diamond head arms east, praying or accepting gifts or something"
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376620019,49,5,director,C,1528,falling guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376636252,50,5,director,G,8592,one we keep getting wrong dancing lady
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376650898,50,5,director,G,5975,triangle in the legs white one
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376662059,51,5,director,F,9031,sitting guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376663287,51,5,matcher,F,3577,triangle in the legs threw me
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376676698,52,5,director,H,6167,"crooked tie"
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376690002,53,5,director,B,4320,lady praying mountain
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376703027,54,5,director,E,2175,bow
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376706144,54,5,matcher,E,6300,just need to say triangle leg from now on
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376721673,55,5,director,A,1135,sad guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376733345,56,5,director,J,3199,straight facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376741065,57,5,director,I,744,yoga
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376742929,57,5,director,I,719,yoga
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376770969,58,5,director,L,20135,"arms east triangle head, straight is back, look like a road arrow on his legs\"
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376805696,59,5,director,D,6183,straight west
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376822049,60,5,director,K,6887,woman getting gifts
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376838072,61,6,director,J,8527,dude straight facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376847319,62,6,director,K,1431,gift lady
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376858883,63,6,director,I,615,yoga
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376866184,64,6,director,A,608,sad
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376874328,65,6,director,C,1399,falling
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376885983,66,6,director,B,4335,mountain praying
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376896784,67,6,director,F,1487,sitting guy
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376906732,68,6,director,G,1671,triangle leg
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376915807,69,6,director,E,414,bow
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376925111,70,6,director,L,1294,squatting
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376935943,71,6,director,D,2024,facing east
1567-e80221b4-f349-4b3b-9921-224ee47eea1f,1490376944775,72,6,director,H,2240,sorry crooked tie
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379212785,1,1,director,D,7403,a diamond is at the top
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379256472,2,1,director,E,15660,"3 shapes at the top, triangle 2 and one rectangle"
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379280692,3,1,director,F,8080,sitting down almost like taking a nap
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379299304,4,1,director,I,3624,balancing on one feet
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379317639,5,1,director,L,5347,standing with bent knee
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379354915,6,1,director,G,7003,two hand like triangle in front
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379388212,7,1,director,A,5736,face looks like dinosaur
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379420184,8,1,director,H,8439,sitting down no legs can be seen
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379449215,9,1,director,J,11379,diamond at top but body shape is not like human
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379480878,10,1,director,B,13531,one rectangle and triangle at top
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379501396,11,1,director,C,8768,two hands in the air may be praying
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379527255,12,1,director,K,9137,bent on knee and pointed hand
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379530290,12,1,director,K,1156,in front
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379556069,13,2,director,H,9194,bent on knee but can't see legs
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379574343,14,2,director,E,7088,3 shapes a the top
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379598115,15,2,director,B,11255,one rectangle and one triangle at the top
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379619388,16,2,director,L,6880,bent knee with pointing hands
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379651033,17,2,director,D,11494,"bent knee, straight back and hands out , pointy"
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379691506,18,2,director,K,22412,"two diamond, one head , one body , bent on knee and hand out"
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379717329,19,2,director,A,6680,dinosaur face
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379735427,20,2,director,C,4935,hands in the air like praying
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379757143,21,2,director,J,12074,diamond head but does not look like human body
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379783792,22,2,director,I,7812,standing on one leg like flying
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379825026,23,2,director,G,21690,"sitting down on knee two hands out, hands are triangle and trapezoid"
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379851369,24,2,director,F,6685,napping man
1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,1490379872561,25,3,director,J,5158,does not look like human body
